,별점,리뷰,추천 수,비추천 수
186,10,배우들이 그 시대적배경에 맞게 연기를 잘했고 뻔하지않고 물흐르듯 자연스럽게 잘 전개되고 관객들에게 전하고자 하는것을 잘 전달하였고 윗사람들의 이기적이고 무책임함을 잘 보여주는영화였습니다. ,29,8
187,10,국가 부도의날..정말 필요한 영화였네요. ,30,9
188,10,방금 보고 와서 남깁니다. . . 시간 가는 줄 진짜 모르고 봤습니다. . . 그 시절을 버텨낸 우리나라 서민들 정말 대단합니다. . . ,34,13
189,9,관람객역시 연기를  다들 너무 잘하시네요ㅠㅠㅠ! 특히 김혜수님  연기는 진짜 명품연기이네요!! 유아인 연기는 정말 몰입이 잘되어요 ,35,14
190,10,관람객그 당시 힘드셨던 아버지의 모습이 떠오르는 영화였어요.. 개인적으로 허준호씨의 모습이 계속 생각나네요.. ,35,14
191,10,한편의 금융 재난 영화. 결말이 어떻게 될지 알고 볼 수밖에 없는 이 씁쓸한 기분. ,36,15
192,9,영화보다 더 영화같은 스토리를 잘 담아냈다 ,39,18
193,9,1997년을 기억하는 국민 모두 공감할 수 있는 내용 ,42,21
194,8,현대사는 배울 일이 정말 없었고 그 당시 어려서 제대로 겪은 기억이 없는 데도.. 잘 버텨준 엄마 아빠 생각하니 애잔하고 죄스럽고 그랬답니다. 조우진은 정말 관료제에서 심지어 지금도 있을 법한 캐릭터라 보는 내내 분...,22,2
195,10,"너무 힘들었던 예전 생각이 나 가슴이 먹먹했다 실화라 결말을 다 알고봐서그런지 더 씁쓸하고 한동안 좌절감에 기분이 좋지않았다.. 하지만 여러요소들에 그날의 사람들을 다각도에서 디테일하게 표현하려고 한점, 연기에 구멍...",28,8
196,10,시간 가는줄 모르고 봤어요 많은 경각심과 생각을 하게 되는 영화네요.많은 사람들이 봤으면 좋겠네요 ,29,9
197,10,관람객김혜수씨와 유아인님의 팬으로서 영화를 서택한 계기 였으며.배우들의 연기가 너무나 사실적이고 그시대의 사실을 근거해 영화화 했다는것이 시사적인 면도 보여주는것 같아 많은것을 생각케하는 영화과람 이었다고 봅니다. ,32,12
198,10,"IMF를 버텨준 부모님께 감사함을 느끼게 되는 영화입니다. IMF로 이득을 취한 자와 힘들어진 자  양면성을 잘 표현했다 생각합니다. 그리고 모든 배우들의 연기 미쳤고, 각본, 연출 모든게 다 미쳤습니다. 너무 잘만...",32,12
199,9,깨어있는 생각을 갖고 살아야함을 느끼게 해준 영화 ,32,12
200,10,역대급 영화였다 단순 투자나 증권 주식 등으로 한정된 것이 아닌 IMF 로 인한 한국의 경제 정치 그리고 사회 전반의 모습들을 사실적으로 관념적으로 재미있게 3박자를 모두 잘 표현한 영화다 ,32,12
201,10,김혜수 유아인 연기... 진짜 잘 하더라고요 잘 봤습니다 ㅎㅎ ,33,13
202,9,힘든 그 시절의 슬픔과 애환이 담겨 있었습니다 ,35,15
203,7,"관람객영화 볼때는 재밌게 봤지만, 대놓고 김혜수는 나라걱정밖에 없는 바보. 재정국 차관은 무조건 XXX로 만드는 평면적인 캐릭터들이 아쉬움 ",37,17
204,10,눈물이 주르륵 관객중 나이 지긋하신분들도 그 시절 고생한거 생각 나셨는지 주르륵 유아인 역활 굿~~~ 박현주 회장이 모티브라는... ,22,3
205,10,정치인이나 고위관료들이 얼마나 썩어빠졌는지 다시한번 느낄수있었다 김혜수 카리스마도 있고 완전 한국은행 통화정책팀장 그자체였다 유아인도 연기 좋았다 그때 당시가 생각나서 눈물나네 근데 지금도 그때랑 다른걸 모르겠다 ,25,6
206,10,"왜때문인지는 모르겠는데 영화초반부터 그냥 펑펑 눈물이났다.. IMF 실질적인 타격을 입진 않았지만 저 시대를 살아냈을 죄없는 내 부모님과 다른이들의 부모님, 누군가의 가장들이 너무 애닲고 짠해서 펑펑 울면서봤다 ",25,6
207,10,모든 문제를 개인의 능력으로만 떠넘기는 고귀한 분들에게 날리는 빅엿 ,27,8
208,10,그당시 20대중반 였는데 기억이생생보는내내 눈물이ㅠㅠ배우들 연기도 쵝오!!! ,28,9
209,10,우리가 변할 수밖에 없었던 이유. 그 시기를 살아낸 부모님이 대단해보일 뿐.. ,28,9
210,10,IMF에 대해서 그 세대가 아니라 굉장히 궁금했었는데 영화를 통해 많은 것을 느꼈다. 또한 경제가 어려울 수 있진 않을까 걱정했는데 유아인의 쉬운 설명이 큰 도움이 되었다. 정말 볼만한 영화라 생각한다. ,35,16
211,10,관람객20년 전 국가 부도 낸 주체들과  지금 나라 경제 망한다고 떠들어대는 주체들은 누구인가?! ,35,16
212,10,유아인이 될 것인가 허준호가 될 것인가 위기는 반복된다 아는만큼 살아남는게 경제지 ,56,37
213,10,국민이 항상 깨어있어야죠또 잊으면 반복되는 위기상황에 다시 당한다는 것을 알려주는 영화.조우진 김혜수 유아인 엄청난 연기력에 몰입도 최고고네요 ... ,24,6
214,10,정말 연기력굿굿 지금 현실이 뭔가 imf전 같아보여 안타깝다... ,27,9
215,10,빛혜수.. 그저 빛... 최고에요 ,34,16
216,10,영화평 처음 남겨봅니다 어디다 남기는지 몰랐는데 영화보고 너무 남기고 싶어서 일부러 검색했어요~잘 만들어진 영화이고 꼭 봐야하는 영화입니다꼭보세요 꼭 봐야합니다 덤으로 재미도 있었습니다 ,34,16
217,1,역사적 사실관계가 안맞으며 페미니즘 까지 물든 선동영화...ㅋㅋ 개돼지들은 오늘도 영화로 역사를 배웁니다... ,35,17
218,10,김혜수 원톱영화다웠다! 꼭 봤으면 ,43,25
219,10,고구마 같이 답답하고 경제용어 등으로 지루해질수 있는 영화에 유아인의 입체적인 윤정학 연기가 빛을 발한다. 유아인 비주얼에 눈도 호강. 허준호 김혜수 조우진들 다 좋았습니다. 이 영화의 명장면은 유아인의 프레젠테이션...,521,503
220,8,관람객보는 내내 현재 노동환경을 이렇게 만든  그때의 선택(IMF 협약)을 원망하게 되며 더 살기좋은 국가가 아닌 자살률 1위의 국가가 된 지금이 답답합니다 자주 독립이 지켜지고 있는지 각성을 해야 할 것 같아요 ,20,3
221,10,관람객탈출은 뭐다?! 지능순이다 ,23,6
222,8,관람객유아인의 경제 특강 좋아요 ,24,7
223,10,이시대의 역사와 이야기가 빼곡히 담겨있는 영화입니다. 무엇보다 배우들의 연기가 빛을 발하네요.! ,27,10
224,2,사실은 재경부에서 영화속 한은이 내놓은 대안들. 제시.. 너무 사실과 다르게 영화 만들어서 실화라는건 국가부도 난것뿐 ,28,11
225,8,김혜수 유아인 허준호 연기만 보고 .. 스토리는 권악징선 ,29,12
226,10,"신파없이 울림이 있는, 시대극인데 묘하게 모던한 영화. 배우들의 연기부터 연출, 메시지 모두 뭄직합니다. 올해 영화 중 손꼽을 만함 ",29,12
227,2,아무리 영화라지만넘 과장되고 근거없는 이야기가 많아그시대를 모르는 세대가 왜곡되게 알까 두렵다 ,32,15
228,9,관람객이런 영화다운 영화들이 많이 만들어졌으면 합니다. Imf 직격타로 얻은 세대로써 어릴적 아름다운 추억을 뺏어간 그 일들을 엄마의 사업 실패 탓으로 잘못 여겨 때로 원망하고 모진 말도 했었던 저가 생각이 나네요. 보는...,32,15
229,10,"연기를 너무 잘해서 몰입감이 있었고, 그 시대에 살지 않았어도 충분히 공감이 갈 만한 영화라고 생각해요. 충분히 돈 주고 볼만한 영화라고 생각해요! 오랜만에 재미있는 영화를 본 기분ㅠ ",34,17
230,10,실제로 imf때 해고 당한 사람입니다. 어제 집에서 딸들이랑 영화보면서 딸들도 예전 아빠의 모습이 생각났는지 눈물 흘리더군요. 저도 그때당시 힘들었던게 생각났었고요 뭐 지금은 20여년 지나니 추억이 되었네요^^ ,16,0
231,1,가짜뉴스를 보는거 같네요..ㅎㅎㅎㅎ ,22,6
232,7,Imf 그때보다 지금의 삶이더 힘들다 .. 그 시절은 국민들 모두금모으기등 여러가지 살려고 발버둥을첬지만.. 지금의 삶은 그 때보다 더 힘들다 .. ,22,6
233,10,"왜 기성세대들이 그렇게 예민하고 그러한 성향이 되었는지 조금이나마 공감할 수 있었고, 왜 우리세대들이 많이 힘든 시대가 되었는지 너무나도 느꼈어요 영화 엔딩크레딧 올라가는 동안 멍때렸습니다. 많이 울기도했고 잘 견제...",23,7
234,8,기업과 정부가 하나 되서 국민들 사기쳐먹은 사건이라고 교과서에 실려야 합니다. 전기세만 보더라도 답이 나오죠. 국민들이 전기 아껴봐야 전체 15%도 안되는데 과소비 했다고 나라가 망했다고 지금도 교과서에서 가르치고 ...,24,8
235,10,"소오름이 끼치더라구요,,, 곧 두번째 국가부도가 나는건 아닐런지 국가는 또 우릴 속이려고하겠죠?유아인이 말했어요 절대 속지않겠다고! ",25,9
236,10,97년  내가 고3때 일이라 너무 생생하다.영화보며 배우들연기와 실제 스토리에 몰입도 높았고 그당시 자살과 부도 정말 많아 세상이 어떻게 되는줄 알았다. 집안에 금 싹싹모아 정치인들 대기업 배불려주고 순수했던 국민들...,25,9
237,10,관람객내용보다는 영화의 핵심전달력에 10점만점. 영화의 마지막 메시지처럼 아직 끝난게 아니다. 이제껏 본 영화중에 가장 무서운 영화. ,26,10
238,10,난 속지않을꺼다. 속지않는다 ,28,12
239,1,"영화는 90%까지 재미있었다, 근데 갑자기  영화가 잘 가다가 눈물 착즙을 강제한다. 배우들 연기도 되게 좋았는데 착즙 씬은 불필요했을 것 같다. 개인적으로는 디아블로 M 같이 기대 부풀리고 조져먹은 블리자드 같은 ...",35,19
240,1,좋은 스토리를 좌파가 망쳤다...언제까지 감성팔이 할래?? ,45,29
241,6,관람객imf 당시를 다시 떠올리게 해준 영화. 그 당시를 그렸다고 해서 기대하고 보았으나 세명으로 나눠지는 스토리 구조가 산만해서 어느 한부분을 더 집중적으로 파고들었으면 좋았을텐데 하는 아쉬움이 남는 영화. ,50,34
242,1,일단 재미없음. 관람객을 계몽하려고 하는 감독의 의도만 있을뿐. 진짜 논리고 뭐고 없고 그냥 흑백논리만 있는 한심한 영화임. ,59,43
243,9,당시 매국노 재정부 차관(현 강씨)이 선물로 200억 미국 사주 받아서 날려먹고 본인 실수 메꾸려고 최신판 을사조약을 미국과 맺은겁니다. 덕분에 양극화는 심화되고 아직도 금융기관 지분의 80%는 외국자본이며 곧 다시...,16,1
244,10,imf때 나는 중학생이었고 그 시절을 견뎌오신 아버지께 감사한 마음이 들었다 그리고 항상 깨어있고 내 살 길을 찾아 각자도생. 이나라 정부와 기득권은 국민을 위해 일하지 않는다. 아무도 믿지 말고 유아인처럼 똑똑하게...,16,1
245,10,그 염색한 양아치st 10억 그사람 대사 왜 그렇게 쓴거지 97년에 완전? 개멋있어? ,16,1
246,10,관람객무능한 정부와 그 고통을 다 국민이감내해야되는.. 생각이많아지는 영화네요 ,16,1
247,10,관람객배우분들 연기때문에 몰입해서보았습니다. 가슴이 먹먹해지지만 좋은 작품이었습니다. ,17,2
248,9,‘아무도 믿지마(허준호)’는 그나마 할 수 있을 것 같은데 ‘절대 안속아(유아인)’는 내가 할 수 있기나 한 걸까? ,17,2
249,10,국가부도의날은 현재진행형.. ,19,4
250,10,당시를 버텨온 사람에 대한 존경심과 그 당시의 다양한 인간군상을 다 보여준 것 같아서 너무 감명깊었습니다. 외환위기를 통해 돈을 번 유아인의 돈을 번 기쁨과 나라가 망한 것에 대한 씁쓸함이 함께하는 연기. 허준호가 ...,19,4
251,1,김혜수씨와 허준호씨 관계가 막판에 넘  뜬금 없었네요...중간부터 너무 루즈하고 내용도 망한듯 ㅠㅠ ,21,6
252,10,전체적으로 무겁고 답답했는데 윤정학 캐릭터가 그나마 숨통을 트이게 해주었음. 유아인 연기 너무 잘함 ,21,6
253,10,대기업과 대기업편에 선 정치인과 자유시장에 의심을 품는 반항아는 재벌이 되었고 성실하고 근면하게 살며 온순하게 순응하던 양들은 또다시 노예가 되었다.파도가 다시 온다해도 깨어있는 정신을 가진 자만이 살아남을 것이다....,21,6
254,9,관람객요즘 정부나 언론보도가 현실과 넘  괴리있어  답답했던차라서인지 일단 소재자체가  넘 공감대가 있었어요. 마무리가 좀  약한듯하지만 각성을 주는것 만으로도 충분히  가치있는영화에요 ,21,6
255,1,외환위기를 담기엔 너무 내용이 부족하고 당시 뉴스와 급박한상황만 묘사하기 급급 했던 3류 영화.전문용어만넣어놓고 부연설명해줄 자막이 부실했고당시 97년도에 세븐일레븐이 나오는 디테일부족 김혜수가 오빠허준호에게 위기도...,23,8
256,10,연기의 신 김혜수 유아인과 류덕환 조우진의 연기까지.. 답답하고 욱하다가도 소름이 몇 번씩 돋았던 그런 영화. 그리고 끝까지 보셔요! ,23,8
257,10,꼭 봐야 하는 영화이고 현재를 살아가는 우리들에게 경각심을 일깨워주는. 배우들 연기는 당연 최고.. ,26,11
258,8,재미로 볼 영화가 아니다. 영화보다 더 쓰라렸던 우리의 현대사이다. ,26,11
259,10,관람객배우들 연기 좋았습니다. 영화에서 묘사되는 상황이 마냥 허구가 아니기에 보는 내내 안타까운 마음으로 봤습니다. 반복되는 역사 속에서 우리가 어떤 태도를 가져야 하는지도 생각하게 해주는 영화였습니다 ,26,11
260,10,영화를 보다가 울음이 터졌다. 당시 힘들어 하던 부모님이 생각이 많이 나서... 과거뿐만 아니라 현재도 많은 생각을 하게하는 영화. 배우들의 연기도 좋았고 음악 연출 분위기 다 좋았다 ,27,12
261,10,관람객굿 영화보는 동안 매우 집중하게 되는ㅋㅋㅋ ,27,12
262,10,국가부도의 날. 공분이 일어나는 영화네요. 그 당시에 우리 아부지도 실직하셨었는데 ㅜㅜ 다 같이 봤으면 좋겠어요!! ,27,12
263,10,2시간만 IMF를 경험해도 이렇게 막막한데 그 시기를 무사히 지낸 어른들이 존경스러워 졌다 ,29,14
264,10,부모님공장하실때IMF터져서어음부도나고 그때생각나서 슬프네요 ,30,15
265,10,보는내내 힘겹게 보낸 그 시절이 생각이 났지만 국민이라면 한번쯤은 봐도 좋을 영화가 아닌가 싶다 ,31,16
266,9,모두가 봤으면 하는 그런 영화랄까 ,32,17
267,9,관람객지금 우리에게 경고를 주는 듯하다 ,15,1
268,10,주연부터 조연까지 연기를 너무 잘해... ,15,1
